x(m),y(m),thickness(m)
2.92929292929293,5.65656565656566,0.123172140264135
2.82828282828283,5.65656565656566,0.123435582399995
2.72727272727273,5.65656565656566,0.123434659296694
2.62626262626263,5.65656565656566,0.123433736193392
2.52525252525253,5.65656565656566,0.12343281309009
2.42424242424242,5.65656565656566,0.123431889986788
2.32323232323232,5.65656565656566,0.123430966883486
2.22222222222222,5.65656565656566,0.122860536374905
2.12121212121212,5.65656565656566,0.122276444346115
2.02020202020202,5.65656565656566,0.121692352317324
1.91919191919192,5.65656565656566,0.121108260288533
1.81818181818182,5.65656565656566,0.120524168259743
1.71717171717172,5.65656565656566,0.119235331089841
1.61616161616162,5.65656565656566,0.117907454535172
1.51515151515151,5.65656565656566,0.116579577980502
1.41414141414141,5.65656565656566,0.115251701425832
1.31313131313131,5.65656565656566,0.113520543912105
1.21212121212121,5.65656565656566,0.111223365334241
1.11111111111111,5.65656565656566,0.108926186756376
1.01010101010101,5.65656565656566,0.106629008178511
0.909090909090909,5.65656565656566,0.103730971147233
0.808080808080808,5.65656565656566,0.10010932034053
0.707070707070707,5.65656565656566,0.0964876695338258
0.606060606060606,5.65656565656566,0.0926239325580842
0.505050505050504,5.65656565656566,0.0870312064034963
0.404040404040404,5.65656565656566,0.0814384802489083
0.303030303030303,5.65656565656566,0.0742280919302558
0.202020202020202,5.65656565656566,0.0652373723568125
0.101010101010101,5.65656565656566,0.0519588450459598
0,5.65656565656566,0.0352442040175696
10,5.75757575757576,0.0205806080783971
9.8989898989899,5.75757575757576,0.0225425900841196
9.7979797979798,5.75757575757576,0.0245045720898421
9.6969696969697,5.75757575757576,0.0264665540955647
9.5959595959596,5.75757575757576,0.0284285361012872
9.4949494949495,5.75757575757576,0.0303905181070097
9.39393939393939,5.75757575757576,0.0323525001127322
9.29292929292929,5.75757575757576,0.0343144821184547
9.19191919191919,5.75757575757576,0.0362718869000921
9.09090909090909,5.75757575757576,0.038176653604751
8.98989898989899,5.75757575757576,0.0400814203094099
8.88888888888889,5.75757575757576,0.0419861870140688
8.78787878787879,5.75757575757576,0.0438848824070193
8.68686868686869,5.75757575757576,0.0457390548474417
8.58585858585858,5.75757575757576,0.0475932272878642
8.48484848484848,5.75757575757576,0.0494473997282866
8.38383838383838,5.75757575757576,0.0512941797554775
8.28282828282828,5.75757575757576,0.0531021496132023
8.18181818181818,5.75757575757576,0.0549101194709271
8.08080808080808,5.75757575757576,0.056718089328652
7.97979797979798,5.75757575757576,0.0585172390822578
7.87878787878788,5.75757575757576,0.0602811084193875
7.77777777777778,5.75757575757576,0.0620449777565172
7.67676767676768,5.75757575757576,0.0638088470936469
7.57575757575758,5.75757575757576,0.0655620693513577
7.47474747474747,5.75757575757576,0.0672815758575756
7.37373737373737,5.75757575757576,0.0690010823637934
7.27272727272727,5.75757575757576,0.0707205888700113
7.17171717171717,5.75757575757576,0.0724269120648036
7.07070707070707,5.75757575757576,0.0740993353159302
6.96969696969697,5.75757575757576,0.0757717585670568
6.86868686868687,5.75757575757576,0.0774441818181834
6.76767676767677,5.75757575757576,0.0790998432217127
6.66666666666667,5.75757575757576,0.0807198856990977
6.56565656565657,5.75757575757576,0.0823399281764828
6.46464646464646,5.75757575757576,0.0839599706538678
6.36363636363636,5.75757575757576,0.0855582660909804
6.26262626262626,5.75757575757576,0.0871179001231644
6.16161616161616,5.75757575757576,0.0886775341553483
6.06060606060606,5.75757575757576,0.0902371681875322
5.95959595959596,5.75757575757576,0.0917682557584927
5.85858585858586,5.75757575757576,0.0932565236376182
5.75757575757576,5.75757575757576,0.0947447915167436
5.65656565656566,5.75757575757576,0.096233059395869
5.55555555555556,5.75757575757576,0.0976836987370528
5.45454545454545,5.75757575757576,0.0990864472117655
5.35353535353535,5.75757575757576,0.100489195686478
5.25252525252525,5.75757575757576,0.101891944161191
5.15151515151515,5.75757575757576,0.103236993868228
5.05050505050505,5.75757575757576,0.104519536576949
4.94949494949495,5.75757575757576,0.105802079285671
4.84848484848485,5.75757575757576,0.107084621994392
4.74747474747475,5.75757575757576,0.108367164703114
4.64646464646465,5.75757575757576,0.109574645616414
4.54545454545454,5.75757575757576,0.110665640279345
4.44444444444444,5.75757575757576,0.111756634942276
4.34343434343434,5.75757575757576,0.112847629605207
4.24242424242424,5.75757575757576,0.113938624268138
4.14141414141414,5.75757575757576,0.115029618931069
4.04040404040404,5.75757575757576,0.116058853651135
3.93939393939394,5.75757575757576,0.116874901346186
3.83838383838384,5.75757575757576,0.117690949041236
3.73737373737374,5.75757575757576,0.118506996736287
3.63636363636364,5.75757575757576,0.119323044431338
3.53535353535354,5.75757575757576,0.120139092126389
3.43434343434343,5.75757575757576,0.12088221713419
3.33333333333333,5.75757575757576,0.121340201760179
3.23232323232323,5.75757575757576,0.121798186386168
3.13131313131313,5.75757575757576,0.122256171012157
3.03030303030303,5.75757575757576,0.122714155638146
2.92929292929293,5.75757575757576,0.123172140264135
2.82828282828283,5.75757575757576,0.123435582399995
2.72727272727273,5.75757575757576,0.123434659296694
2.62626262626263,5.75757575757576,0.123433736193392
2.52525252525253,5.75757575757576,0.12343281309009
2.42424242424242,5.75757575757576,0.123431889986788
2.32323232323232,5.75757575757576,0.123430966883486
2.22222222222222,5.75757575757576,0.122860536374905
2.12121212121212,5.75757575757576,0.122276444346115
2.02020202020202,5.75757575757576,0.121692352317324
1.91919191919192,5.75757575757576,0.121108260288533
1.81818181818182,5.75757575757576,0.120524168259743
1.71717171717172,5.75757575757576,0.119235331089841
1.61616161616162,5.75757575757576,0.117907454535172
1.51515151515151,5.75757575757576,0.116579577980502
1.41414141414141,5.75757575757576,0.115251701425832
1.31313131313131,5.75757575757576,0.113520543912105
1.21212121212121,5.75757575757576,0.111223365334241
1.11111111111111,5.75757575757576,0.108926186756376
1.01010101010101,5.75757575757576,0.106629008178511
0.909090909090909,5.75757575757576,0.103730971147233
0.808080808080808,5.75757575757576,0.10010932034053
0.707070707070707,5.75757575757576,0.0964876695338258
0.606060606060606,5.75757575757576,0.0926239325580842
0.505050505050504,5.75757575757576,0.0870312064034963
0.404040404040404,5.75757575757576,0.0814384802489083
0.303030303030303,5.75757575757576,0.0742280919302558
0.202020202020202,5.75757575757576,0.0652373723568125
0.101010101010101,5.75757575757576,0.0519588450459598
0,5.75757575757576,0.0352442040175696
10,5.85858585858586,0.0205806080783971
9.8989898989899,5.85858585858586,0.0225425900841196
9.7979797979798,5.85858585858586,0.0245045720898421
9.6969696969697,5.85858585858586,0.0264665540955647
9.5959595959596,5.85858585858586,0.0284285361012872
9.4949494949495,5.85858585858586,0.0303905181070097
9.39393939393939,5.85858585858586,0.0323525001127322
9.29292929292929,5.85858585858586,0.0343144821184547
9.19191919191919,5.85858585858586,0.0362718869000921
9.09090909090909,5.85858585858586,0.038176653604751
8.98989898989899,5.85858585858586,0.0400814203094099
8.88888888888889,5.85858585858586,0.0419861870140688
8.78787878787879,5.85858585858586,0.0438848824070193
8.68686868686869,5.85858585858586,0.0457390548474417
8.58585858585858,5.85858585858586,0.0475932272878642
8.48484848484848,5.85858585858586,0.0494473997282866
8.38383838383838,5.85858585858586,0.0512941797554775
8.28282828282828,5.85858585858586,0.0531021496132023
8.18181818181818,5.85858585858586,0.0549101194709271
8.08080808080808,5.85858585858586,0.056718089328652
7.97979797979798,5.85858585858586,0.0585172390822578
7.87878787878788,5.85858585858586,0.0602811084193875
7.77777777777778,5.85858585858586,0.0620449777565172
7.67676767676768,5.85858585858586,0.0638088470936469
7.57575757575758,5.85858585858586,0.0655620693513577
7.47474747474747,5.85858585858586,0.0672815758575756
7.37373737373737,5.85858585858586,0.0690010823637934
7.27272727272727,5.85858585858586,0.0707205888700113
7.17171717171717,5.85858585858586,0.0724269120648036
7.07070707070707,5.85858585858586,0.0740993353159302
6.96969696969697,5.85858585858586,0.0757717585670568
6.86868686868687,5.85858585858586,0.0774441818181834
6.76767676767677,5.85858585858586,0.0790998432217127
6.66666666666667,5.85858585858586,0.0807198856990977
6.56565656565657,5.85858585858586,0.0823399281764828
6.46464646464646,5.85858585858586,0.0839599706538678
6.36363636363636,5.85858585858586,0.0855582660909804
6.26262626262626,5.85858585858586,0.0871179001231644
6.16161616161616,5.85858585858586,0.0886775341553483
6.06060606060606,5.85858585858586,0.0902371681875322
5.95959595959596,5.85858585858586,0.0917682557584927
5.85858585858586,5.85858585858586,0.0932565236376182
5.75757575757576,5.85858585858586,0.0947447915167436
5.65656565656566,5.85858585858586,0.096233059395869
5.55555555555556,5.85858585858586,0.0976836987370528
5.45454545454545,5.85858585858586,0.0990864472117655
5.35353535353535,5.85858585858586,0.100489195686478
5.25252525252525,5.85858585858586,0.101891944161191
5.15151515151515,5.85858585858586,0.103236993868228
5.05050505050505,5.85858585858586,0.104519536576949
4.94949494949495,5.85858585858586,0.105802079285671
4.84848484848485,5.85858585858586,0.107084621994392
4.74747474747475,5.85858585858586,0.108367164703114
4.64646464646465,5.85858585858586,0.109574645616414
4.54545454545454,5.85858585858586,0.110665640279345
4.44444444444444,5.85858585858586,0.111756634942276
4.34343434343434,5.85858585858586,0.112847629605207
4.24242424242424,5.85858585858586,0.113938624268138
4.14141414141414,5.85858585858586,0.115029618931069
4.04040404040404,5.85858585858586,0.116058853651135
3.93939393939394,5.85858585858586,0.116874901346186
3.83838383838384,5.85858585858586,0.117690949041236
3.73737373737374,5.85858585858586,0.118506996736287
3.63636363636364,5.85858585858586,0.119323044431338
3.53535353535354,5.85858585858586,0.120139092126389
3.43434343434343,5.85858585858586,0.12088221713419
3.33333333333333,5.85858585858586,0.121340201760179
3.23232323232323,5.85858585858586,0.121798186386168
3.13131313131313,5.85858585858586,0.122256171012157
3.03030303030303,5.85858585858586,0.122714155638146
2.92929292929293,5.85858585858586,0.123172140264135
2.82828282828283,5.85858585858586,0.123435582399995
2.72727272727273,5.85858585858586,0.123434659296694
2.62626262626263,5.85858585858586,0.123433736193392
2.52525252525253,5.85858585858586,0.12343281309009
2.42424242424242,5.85858585858586,0.123431889986788
2.32323232323232,5.85858585858586,0.123430966883486
2.22222222222222,5.85858585858586,0.122860536374905
2.12121212121212,5.85858585858586,0.122276444346115
2.02020202020202,5.85858585858586,0.121692352317324
1.91919191919192,5.85858585858586,0.121108260288533
1.81818181818182,5.85858585858586,0.120524168259743
1.71717171717172,5.85858585858586,0.119235331089841
1.61616161616162,5.85858585858586,0.117907454535172
1.51515151515151,5.85858585858586,0.116579577980502
1.41414141414141,5.85858585858586,0.115251701425832
1.31313131313131,5.85858585858586,0.113520543912105
1.21212121212121,5.85858585858586,0.111223365334241
1.11111111111111,5.85858585858586,0.108926186756376
1.01010101010101,5.85858585858586,0.106629008178511
0.909090909090909,5.85858585858586,0.103730971147233
0.808080808080808,5.85858585858586,0.10010932034053
0.707070707070707,5.85858585858586,0.0964876695338258
0.606060606060606,5.85858585858586,0.0926239325580842
0.505050505050504,5.85858585858586,0.0870312064034963
0.404040404040404,5.85858585858586,0.0814384802489083
0.303030303030303,5.85858585858586,0.0742280919302558
0.202020202020202,5.85858585858586,0.0652373723568125
0.101010101010101,5.85858585858586,0.0519588450459598
0,5.85858585858586,0.0352442040175696
10,5.95959595959596,0.0205806080783971
9.8989898989899,5.95959595959596,0.0225425900841196
9.7979797979798,5.95959595959596,0.0245045720898421
9.6969696969697,5.95959595959596,0.0264665540955647
9.5959595959596,5.95959595959596,0.0284285361012872
9.4949494949495,5.95959595959596,0.0303905181070097
9.39393939393939,5.95959595959596,0.0323525001127322
9.29292929292929,5.95959595959596,0.0343144821184547
9.19191919191919,5.95959595959596,0.0362718869000921
9.09090909090909,5.95959595959596,0.038176653604751
8.98989898989899,5.95959595959596,0.0400814203094099
8.88888888888889,5.95959595959596,0.0419861870140688
8.78787878787879,5.95959595959596,0.0438848824070193
8.68686868686869,5.95959595959596,0.0457390548474417
8.58585858585858,5.95959595959596,0.0475932272878642
8.48484848484848,5.95959595959596,0.0494473997282866
8.38383838383838,5.95959595959596,0.0512941797554775
8.28282828282828,5.95959595959596,0.0531021496132023
8.18181818181818,5.95959595959596,0.0549101194709271
8.08080808080808,5.95959595959596,0.056718089328652
7.97979797979798,5.95959595959596,0.0585172390822578
7.87878787878788,5.95959595959596,0.0602811084193875
7.77777777777778,5.95959595959596,0.0620449777565172
7.67676767676768,5.95959595959596,0.0638088470936469
7.57575757575758,5.95959595959596,0.0655620693513577
7.47474747474747,5.95959595959596,0.0672815758575756
7.37373737373737,5.95959595959596,0.0690010823637934
7.27272727272727,5.95959595959596,0.0707205888700113
7.17171717171717,5.95959595959596,0.0724269120648036
7.07070707070707,5.95959595959596,0.0740993353159302
6.96969696969697,5.95959595959596,0.0757717585670568
6.86868686868687,5.95959595959596,0.0774441818181834
6.76767676767677,5.95959595959596,0.0790998432217127
6.66666666666667,5.95959595959596,0.0807198856990977
6.56565656565657,5.95959595959596,0.0823399281764828
6.46464646464646,5.95959595959596,0.0839599706538678
6.36363636363636,5.95959595959596,0.0855582660909804
6.26262626262626,5.95959595959596,0.0871179001231644
6.16161616161616,5.95959595959596,0.0886775341553483
6.06060606060606,5.95959595959596,0.0902371681875322
5.95959595959596,5.95959595959596,0.0917682557584927
5.85858585858586,5.95959595959596,0.0932565236376182
5.75757575757576,5.95959595959596,0.0947447915167436
5.65656565656566,5.95959595959596,0.096233059395869
5.55555555555556,5.95959595959596,0.0976836987370528
5.45454545454545,5.95959595959596,0.0990864472117655
5.35353535353535,5.95959595959596,0.100489195686478
5.25252525252525,5.95959595959596,0.101891944161191
5.15151515151515,5.95959595959596,0.103236993868228
5.05050505050505,5.95959595959596,0.104519536576949
4.94949494949495,5.95959595959596,0.105802079285671
4.84848484848485,5.95959595959596,0.107084621994392
4.74747474747475,5.95959595959596,0.108367164703114
4.64646464646465,5.95959595959596,0.109574645616414
4.54545454545454,5.95959595959596,0.110665640279345
4.44444444444444,5.95959595959596,0.111756634942276
4.34343434343434,5.95959595959596,0.112847629605207
4.24242424242424,5.95959595959596,0.113938624268138
4.14141414141414,5.95959595959596,0.115029618931069
